root,past_3sg_m,bab,transitivity,masdar,هو_3sg_m,هي_3sg_f,هما_3du_m,هما_3du_f,هم_3pl_m,هن_3pl_f,أنتَ_2sg_m,أنتِ_2sg_f,أنتما_2du,أنتم_2pl_m,أنتن_2pl_f,أنا_1sg,نحن_1pl
نثج,نَثَجَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,نَثْج,نَثَجَ,نَثَجَتْ,نَثَجَا,نَثَجَتَا,نَثَجُوا,نَثَجْنَ,نَثَجْتَ,نَثَجْتِ,نَثَجْتُمَا,نَثَجْتُمْ,نَثَجْتُنَّ,نَثَجْتُ,نَثَجْنَا
نثر,نَثَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نَثْر,نَثَرَ,نَثَرَتْ,نَثَرَا,نَثَرَتَا,نَثَرُوا,نَثَرْنَ,نَثَرْتَ,نَثَرْتِ,نَثَرْتُمَا,نَثَرْتُمْ,نَثَرْتُنَّ,نَثَرْتُ,نَثَرْنَا
نثر,نَثَرَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,نِثَار,نَثَرَ,نَثَرَتْ,نَثَرَا,نَثَرَتَا,نَثَرُوا,نَثَرْنَ,نَثَرْتَ,نَثَرْتِ,نَثَرْتُمَا,نَثَرْتُمْ,نَثَرْتُنَّ,نَثَرْتُ,نَثَرْنَا
نثط,نَثَطَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نَثْط,نَثَطَ,نَثَطَتْ,نَثَطَا,نَثَطَتَا,نَثَطُوا,نَثَطْنَ,نَثَطْتَ,نَثَطْتِ,نَثَطْتُمَا,نَثَطْتُمْ,نَثَطْتُنَّ,نَثَطْتُ,نَثَطْنَا
نثل,نَثَلَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,نَثْل,نَثَلَ,نَثَلَتْ,نَثَلَا,نَثَلَتَا,نَثَلُوا,نَثَلْنَ,نَثَلْتَ,نَثَلْتِ,نَثَلْتُمَا,نَثَلْتُمْ,نَثَلْتُنَّ,نَثَلْتُ,نَثَلْنَا
نثل,نَثَلَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,نُثُول,نَثَلَ,نَثَلَتْ,نَثَلَا,نَثَلَتَا,نَثَلُوا,نَثَلْنَ,نَثَلْتَ,نَثَلْتِ,نَثَلْتُمَا,نَثَلْتُمْ,نَثَلْتُنَّ,نَثَلْتُ,نَثَلْنَا
نثم,نَثَمَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,نَثْم,نَثَمَ,نَثَمَتْ,نَثَمَا,نَثَمَتَا,نَثَمُوا,نَثَمْنَ,نَثَمْتَ,نَثَمْتِ,نَثَمْتُمَا,نَثَمْتُمْ,نَثَمْتُنَّ,نَثَمْتُ,نَثَمْنَا
نجب,نَجَبَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نَجْب,نَجَبَ,نَجَبَتْ,نَجَبَا,نَجَبَتَا,نَجَبُوا,نَجَبْنَ,نَجَبْتَ,نَجَبْتِ,نَجَبْتُمَا,نَجَبْتُمْ,نَجَبْتُنَّ,نَجَبْتُ,نَجَبْنَا
نجب,نَجَبَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,نُجُوب,نَجَبَ,نَجَبَتْ,نَجَبَا,نَجَبَتَا,نَجَبُوا,نَجَبْنَ,نَجَبْتَ,نَجَبْتِ,نَجَبْتُمَا,نَجَبْتُمْ,نَجَبْتُنَّ,نَجَبْتُ,نَجَبْنَا
نجب,نَجُبَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,نَجَابَة,نَجُبَ,نَجُبَتْ,نَجُبَا,نَجُبَتَا,نَجُبُوا,نَجُبْنَ,نَجُبْتَ,نَجُبْتِ,نَجُبْتُمَا,نَجُبْتُمْ,نَجُبْتُنَّ,نَجُبْتُ,نَجُبْنَا
نجث,نَجَثَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نَجْث,نَجَثَ,نَجَثَتْ,نَجَثَا,نَجَثَتَا,نَجَثُوا,نَجَثْنَ,نَجَثْتَ,نَجَثْتِ,نَجَثْتُمَا,نَجَثْتُمْ,نَجَثْتُنَّ,نَجَثْتُ,نَجَثْنَا
نجح,نَجَحَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,نَجَاح,نَجَحَ,نَجَحَتْ,نَجَحَا,نَجَحَتَا,نَجَحُوا,نَجَحْنَ,نَجَحْتَ,نَجَحْتِ,نَجَحْتُمَا,نَجَحْتُمْ,نَجَحْتُنَّ,نَجَحْتُ,نَجَحْنَا
نجخ,نَجَخَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,نَجْخ,نَجَخَ,نَجَخَتْ,نَجَخَا,نَجَخَتَا,نَجَخُوا,نَجَخْنَ,نَجَخْتَ,نَجَخْتِ,نَجَخْتُمَا,نَجَخْتُمْ,نَجَخْتُنَّ,نَجَخْتُ,نَجَخْنَا
نجد,نَجَدَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نَجْد,نَجَدَ,نَجَدَتْ,نَجَدَا,نَجَدَتَا,نَجَدُوا,نَجَدْنَ,نَجَدْتَ,نَجَدْتِ,نَجَدْتُمَا,نَجَدْتُمْ,نَجَدْتُنَّ,نَجَدْتُ,نَجَدْنَا
نجد,نَجَدَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,نُجُود,نَجَدَ,نَجَدَتْ,نَجَدَا,نَجَدَتَا,نَجَدُوا,نَجَدْنَ,نَجَدْتَ,نَجَدْتِ,نَجَدْتُمَا,نَجَدْتُمْ,نَجَدْتُنَّ,نَجَدْتُ,نَجَدْنَا
نجد,نَجِدَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,نَجَد,نَجِدَ,نَجِدَتْ,نَجِدَا,نَجِدَتَا,نَجِدُوا,نَجِدْنَ,نَجِدْتَ,نَجِدْتِ,نَجِدْتُمَا,نَجِدْتُمْ,نَجِدْتُنَّ,نَجِدْتُ,نَجِدْنَا
نجد,نَجُدَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,نَجَادَة,نَجُدَ,نَجُدَتْ,نَجُدَا,نَجُدَتَا,نَجُدُوا,نَجُدْنَ,نَجُدْتَ,نَجُدْتِ,نَجُدْتُمَا,نَجُدْتُمْ,نَجُدْتُنَّ,نَجُدْتُ,نَجُدْنَا
نجذ,نَجَذَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,نَجْذ,نَجَذَ,نَجَذَتْ,نَجَذَا,نَجَذَتَا,نَجَذُوا,نَجَذْنَ,نَجَذْتَ,نَجَذْتِ,نَجَذْتُمَا,نَجَذْتُمْ,نَجَذْتُنَّ,نَجَذْتُ,نَجَذْنَا
نجر,نَجَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نَجْر,نَجَرَ,نَجَرَتْ,نَجَرَا,نَجَرَتَا,نَجَرُوا,نَجَرْنَ,نَجَرْتَ,نَجَرْتِ,نَجَرْتُمَا,نَجَرْتُمْ,نَجَرْتُنَّ,نَجَرْتُ,نَجَرْنَا
نجر,نَجِرَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,نَجَر,نَجِرَ,نَجِرَتْ,نَجِرَا,نَجِرَتَا,نَجِرُوا,نَجِرْنَ,نَجِرْتَ,نَجِرْتِ,نَجِرْتُمَا,نَجِرْتُمْ,نَجِرْتُنَّ,نَجِرْتُ,نَجِرْنَا
نجز,نَجَزَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نَجْز,نَجَزَ,نَجَزَتْ,نَجَزَا,نَجَزَتَا,نَجَزُوا,نَجَزْنَ,نَجَزْتَ,نَجَزْتِ,نَجَزْتُمَا,نَجَزْتُمْ,نَجَزْتُنَّ,نَجَزْتُ,نَجَزْنَا
نجز,نَجِزَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,نَجَز,نَجِزَ,نَجِزَتْ,نَجِزَا,نَجِزَتَا,نَجِزُوا,نَجِزْنَ,نَجِزْتَ,نَجِزْتِ,نَجِزْتُمَا,نَجِزْتُمْ,نَجِزْتُنَّ,نَجِزْتُ,نَجِزْنَا
نجس,نَجِسَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,نَجَس,نَجِسَ,نَجِسَتْ,نَجِسَا,نَجِسَتَا,نَجِسُوا,نَجِسْنَ,نَجِسْتَ,نَجِسْتِ,نَجِسْتُمَا,نَجِسْتُمْ,نَجِسْتُنَّ,نَجِسْتُ,نَجِسْنَا
نجس,نَجُسَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,نَجَاسة,نَجُسَ,نَجُسَتْ,نَجُسَا,نَجُسَتَا,نَجُسُوا,نَجُسْنَ,نَجُسْتَ,نَجُسْتِ,نَجُسْتُمَا,نَجُسْتُمْ,نَجُسْتُنَّ,نَجُسْتُ,نَجُسْنَا
نجش,نَجَشَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نَجْش,نَجَشَ,نَجَشَتْ,نَجَشَا,نَجَشَتَا,نَجَشُوا,نَجَشْنَ,نَجَشْتَ,نَجَشْتِ,نَجَشْتُمَا,نَجَشْتُمْ,نَجَشْتُنَّ,نَجَشْتُ,نَجَشْنَا
نجع,نَجَعَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,نَجْع,نَجَعَ,نَجَعَتْ,نَجَعَا,نَجَعَتَا,نَجَعُوا,نَجَعْنَ,نَجَعْتَ,نَجَعْتِ,نَجَعْتُمَا,نَجَعْتُمْ,نَجَعْتُنَّ,نَجَعْتُ,نَجَعْنَا
نجع,نَجَعَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,نُجُوع,نَجَعَ,نَجَعَتْ,نَجَعَا,نَجَعَتَا,نَجَعُوا,نَجَعْنَ,نَجَعْتَ,نَجَعْتِ,نَجَعْتُمَا,نَجَعْتُمْ,نَجَعْتُنَّ,نَجَعْتُ,نَجَعْنَا
نجع,نَجِعَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,نَجَع,نَجِعَ,نَجِعَتْ,نَجِعَا,نَجِعَتَا,نَجِعُوا,نَجِعْنَ,نَجِعْتَ,نَجِعْتِ,نَجِعْتُمَا,نَجِعْتُمْ,نَجِعْتُنَّ,نَجِعْتُ,نَجِعْنَا
نجف,نَجَفَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,نَجْف,نَجَفَ,نَجَفَتْ,نَجَفَا,نَجَفَتَا,نَجَفُوا,نَجَفْنَ,نَجَفْتَ,نَجَفْتِ,نَجَفْتُمَا,نَجَفْتُمْ,نَجَفْتُنَّ,نَجَفْتُ,نَجَفْنَا
نجل,نَجَلَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نَجْل,نَجَلَ,نَجَلَتْ,نَجَلَا,نَجَلَتَا,نَجَلُوا,نَجَلْنَ,نَجَلْتَ,نَجَلْتِ,نَجَلْتُمَا,نَجَلْتُمْ,نَجَلْتُنَّ,نَجَلْتُ,نَجَلْنَا
نجل,نَجِلَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,نَجَل,نَجِلَ,نَجِلَتْ,نَجِلَا,نَجِلَتَا,نَجِلُوا,نَجِلْنَ,نَجِلْتَ,نَجِلْتِ,نَجِلْتُمَا,نَجِلْتُمْ,نَجِلْتُنَّ,نَجِلْتُ,نَجِلْنَا
نجم,نَجَمَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نُجُوم,نَجَمَ,نَجَمَتْ,نَجَمَا,نَجَمَتَا,نَجَمُوا,نَجَمْنَ,نَجَمْتَ,نَجَمْتِ,نَجَمْتُمَا,نَجَمْتُمْ,نَجَمْتُنَّ,نَجَمْتُ,نَجَمْنَا
نجه,نَجَهَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,نَجْه,نَجَهَ,نَجَهَتْ,نَجَهَا,نَجَهَتَا,نَجَهُوا,نَجَهْنَ,نَجَهْتَ,نَجَهْتِ,نَجَهْتُمَا,نَجَهْتُمْ,نَجَهْتُنَّ,نَجَهْتُ,نَجَهْنَا
خزع,خَزَعَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,خَزْع,خَزَعَ,خَزَعَتْ,خَزَعَا,خَزَعَتَا,خَزَعُوا,خَزَعْنَ,خَزَعْتَ,خَزَعْتِ,خَزَعْتُمَا,خَزَعْتُمْ,خَزَعْتُنَّ,خَزَعْتُ,خَزَعْنَا
نحب,نَحَبَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,نَحْب,نَحَبَ,نَحَبَتْ,نَحَبَا,نَحَبَتَا,نَحَبُوا,نَحَبْنَ,نَحَبْتَ,نَحَبْتِ,نَحَبْتُمَا,نَحَبْتُمْ,نَحَبْتُنَّ,نَحَبْتُ,نَحَبْنَا
نحب,نَحَبَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,نَحِيب,نَحَبَ,نَحَبَتْ,نَحَبَا,نَحَبَتَا,نَحَبُوا,نَحَبْنَ,نَحَبْتَ,نَحَبْتِ,نَحَبْتُمَا,نَحَبْتُمْ,نَحَبْتُنَّ,نَحَبْتُ,نَحَبْنَا
نحب,نَحَبَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,نُحَاب,نَحَبَ,نَحَبَتْ,نَحَبَا,نَحَبَتَا,نَحَبُوا,نَحَبْنَ,نَحَبْتَ,نَحَبْتِ,نَحَبْتُمَا,نَحَبْتُمْ,نَحَبْتُنَّ,نَحَبْتُ,نَحَبْنَا
نحت,نَحَتَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نَحْت,نَحَتَ,نَحَتَتْ,نَحَتَا,نَحَتَتَا,نَحَتُوا,نَحَتْنَ,نَحَتْتَ,نَحَتْتِ,نَحَتْتُمَا,نَحَتْتُمْ,نَحَتْتُنَّ,نَحَتْتُ,نَحَتْنَا
نحت,نَحَتَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,نَحْت,نَحَتَ,نَحَتَتْ,نَحَتَا,نَحَتَتَا,نَحَتُوا,نَحَتْنَ,نَحَتْتَ,نَحَتْتِ,نَحَتْتُمَا,نَحَتْتُمْ,نَحَتْتُنَّ,نَحَتْتُ,نَحَتْنَا
نحت,نَحَتَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,نَحْت,نَحَتَ,نَحَتَتْ,نَحَتَا,نَحَتَتَا,نَحَتُوا,نَحَتْنَ,نَحَتْتَ,نَحَتْتِ,نَحَتْتُمَا,نَحَتْتُمْ,نَحَتْتُنَّ,نَحَتْتُ,نَحَتْنَا
نحت,نَحِتَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,نَحَت,نَحِتَ,نَحِتَتْ,نَحِتَا,نَحِتَتَا,نَحِتُوا,نَحِتْنَ,نَحِتْتَ,نَحِتْتِ,نَحِتْتُمَا,نَحِتْتُمْ,نَحِتْتُنَّ,نَحِتْتُ,نَحِتْنَا
نحر,نَحَرَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,نَحْر,نَحَرَ,نَحَرَتْ,نَحَرَا,نَحَرَتَا,نَحَرُوا,نَحَرْنَ,نَحَرْتَ,نَحَرْتِ,نَحَرْتُمَا,نَحَرْتُمْ,نَحَرْتُنَّ,نَحَرْتُ,نَحَرْنَا
نحز,نَحَزَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,نَحْز,نَحَزَ,نَحَزَتْ,نَحَزَا,نَحَزَتَا,نَحَزُوا,نَحَزْنَ,نَحَزْتَ,نَحَزْتِ,نَحَزْتُمَا,نَحَزْتُمْ,نَحَزْتُنَّ,نَحَزْتُ,نَحَزْنَا
نحز,نَحِزَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,نَحَز,نَحِزَ,نَحِزَتْ,نَحِزَا,نَحِزَتَا,نَحِزُوا,نَحِزْنَ,نَحِزْتَ,نَحِزْتِ,نَحِزْتُمَا,نَحِزْتُمْ,نَحِزْتُنَّ,نَحِزْتُ,نَحِزْنَا
نحز,نَحُزَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,نَحَازَة,نَحُزَ,نَحُزَتْ,نَحُزَا,نَحُزَتَا,نَحُزُوا,نَحُزْنَ,نَحُزْتَ,نَحُزْتِ,نَحُزْتُمَا,نَحُزْتُمْ,نَحُزْتُنَّ,نَحُزْتُ,نَحُزْنَا
نحس,نَحَسَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,نَحْس,نَحَسَ,نَحَسَتْ,نَحَسَا,نَحَسَتَا,نَحَسُوا,نَحَسْنَ,نَحَسْتَ,نَحَسْتِ,نَحَسْتُمَا,نَحَسْتُمْ,نَحَسْتُنَّ,نَحَسْتُ,نَحَسْنَا
نحس,نَحِسَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,نَحَس,نَحِسَ,نَحِسَتْ,نَحِسَا,نَحِسَتَا,نَحِسُوا,نَحِسْنَ,نَحِسْتَ,نَحِسْتِ,نَحِسْتُمَا,نَحِسْتُمْ,نَحِسْتُنَّ,نَحِسْتُ,نَحِسْنَا
نحس,نَحُسَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,نُحُوسَة,نَحُسَ,نَحُسَتْ,نَحُسَا,نَحُسَتَا,نَحُسُوا,نَحُسْنَ,نَحُسْتَ,نَحُسْتِ,نَحُسْتُمَا,نَحُسْتُمْ,نَحُسْتُنَّ,نَحُسْتُ,نَحُسْنَا
نحص,نَحَصَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,نَحْص,نَحَصَ,نَحَصَتْ,نَحَصَا,نَحَصَتَا,نَحَصُوا,نَحَصْنَ,نَحَصْتَ,نَحَصْتِ,نَحَصْتُمَا,نَحَصْتُمْ,نَحَصْتُنَّ,نَحَصْتُ,نَحَصْنَا
نحض,نَحَضَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,نَحْض,نَحَضَ,نَحَضَتْ,نَحَضَا,نَحَضَتَا,نَحَضُوا,نَحَضْنَ,نَحَضْتَ,نَحَضْتِ,نَحَضْتُمَا,نَحَضْتُمْ,نَحَضْتُنَّ,نَحَضْتُ,نَحَضْنَا
نحض,نَحَضَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,نُحُوض,نَحَضَ,نَحَضَتْ,نَحَضَا,نَحَضَتَا,نَحَضُوا,نَحَضْنَ,نَحَضْتَ,نَحَضْتِ,نَحَضْتُمَا,نَحَضْتُمْ,نَحَضْتُنَّ,نَحَضْتُ,نَحَضْنَا
نحض,نَحُضَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,نَحَاضَة,نَحُضَ,نَحُضَتْ,نَحُضَا,نَحُضَتَا,نَحُضُوا,نَحُضْنَ,نَحُضْتَ,نَحُضْتِ,نَحُضْتُمَا,نَحُضْتُمْ,نَحُضْتُنَّ,نَحُضْتُ,نَحُضْنَا
نحط,نَحَطَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,نَحْط,نَحَطَ,نَحَطَتْ,نَحَطَا,نَحَطَتَا,نَحَطُوا,نَحَطْنَ,نَحَطْتَ,نَحَطْتِ,نَحَطْتُمَا,نَحَطْتُمْ,نَحَطْتُنَّ,نَحَطْتُ,نَحَطْنَا
نحف,نَحِفَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,نَحَف,نَحِفَ,نَحِفَتْ,نَحِفَا,نَحِفَتَا,نَحِفُوا,نَحِفْنَ,نَحِفْتَ,نَحِفْتِ,نَحِفْتُمَا,نَحِفْتُمْ,نَحِفْتُنَّ,نَحِفْتُ,نَحِفْنَا
نحف,نَحُفَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,نَحَافَة,نَحُفَ,نَحُفَتْ,نَحُفَا,نَحُفَتَا,نَحُفُوا,نَحُفْنَ,نَحُفْتَ,نَحُفْتِ,نَحُفْتُمَا,نَحُفْتُمْ,نَحُفْتُنَّ,نَحُفْتُ,نَحُفْنَا
نحل,نَحَلَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نَحْل,نَحَلَ,نَحَلَتْ,نَحَلَا,نَحَلَتَا,نَحَلُوا,نَحَلْنَ,نَحَلْتَ,نَحَلْتِ,نَحَلْتُمَا,نَحَلْتُمْ,نَحَلْتُنَّ,نَحَلْتُ,نَحَلْنَا
نحل,نَحَلَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,نُحُول,نَحَلَ,نَحَلَتْ,نَحَلَا,نَحَلَتَا,نَحَلُوا,نَحَلْنَ,نَحَلْتَ,نَحَلْتِ,نَحَلْتُمَا,نَحَلْتُمْ,نَحَلْتُنَّ,نَحَلْتُ,نَحَلْنَا
نحل,نَحِلَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,نَحَل,نَحِلَ,نَحِلَتْ,نَحِلَا,نَحِلَتَا,نَحِلُوا,نَحِلْنَ,نَحِلْتَ,نَحِلْتِ,نَحِلْتُمَا,نَحِلْتُمْ,نَحِلْتُنَّ,نَحِلْتُ,نَحِلْنَا
نحل,نَحُلَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,نُحُولَة,نَحُلَ,نَحُلَتْ,نَحُلَا,نَحُلَتَا,نَحُلُوا,نَحُلْنَ,نَحُلْتَ,نَحُلْتِ,نَحُلْتُمَا,نَحُلْتُمْ,نَحُلْتُنَّ,نَحُلْتُ,نَحُلْنَا
نحم,نَحَمَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,نَحْم,نَحَمَ,نَحَمَتْ,نَحَمَا,نَحَمَتَا,نَحَمُوا,نَحَمْنَ,نَحَمْتَ,نَحَمْتِ,نَحَمْتُمَا,نَحَمْتُمْ,نَحَمْتُنَّ,نَحَمْتُ,نَحَمْنَا
نحم,نَحَمَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,نَحِيم,نَحَمَ,نَحَمَتْ,نَحَمَا,نَحَمَتَا,نَحَمُوا,نَحَمْنَ,نَحَمْتَ,نَحَمْتِ,نَحَمْتُمَا,نَحَمْتُمْ,نَحَمْتُنَّ,نَحَمْتُ,نَحَمْنَا
خزف,خَزَفَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,خَزْف,خَزَفَ,خَزَفَتْ,خَزَفَا,خَزَفَتَا,خَزَفُوا,خَزَفْنَ,خَزَفْتَ,خَزَفْتِ,خَزَفْتُمَا,خَزَفْتُمْ,خَزَفْتُنَّ,خَزَفْتُ,خَزَفْنَا
نخب,نَخَبَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,نَخْب,نَخَبَ,نَخَبَتْ,نَخَبَا,نَخَبَتَا,نَخَبُوا,نَخَبْنَ,نَخَبْتَ,نَخَبْتِ,نَخَبْتُمَا,نَخَبْتُمْ,نَخَبْتُنَّ,نَخَبْتُ,نَخَبْنَا
